"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100","C2110"
"Asia","India","India – North-East","NE",10363773,5561967,8804509,12245492,19624665,23514594,27502207,35711013,44130069,48401087,52707179,61408881,70215482
"Asia","India","India – West. Ghats","WG",6378178,3152897,5320797,7906428,14047653,17427299,20858396,27798090,34961074,38706293,42541784,48216504,48216504
"Asia","Indonesia","Indonesia","IDN",528972221,380791946,585538519,799616057,1260006962,1507304113,1766220555,2317141412,2909167666,3223139321,3547717799,4226050793,4936176991
"Asia","Laos","Laos","LAO",56470352,50734445,75691350,100489307,149769889,174252392,198682774,247665562,297694800,323627707,350659266,389729337,389729337
"Asia","Malaysia","Malaysia","MYS",106148403,87578998,141039497,198801887,326247107,394404604,464245896,607673656,756922683,833743740,911733290,1070581334,1232565338
"Asia","Myanmar","Myanmar","MMR",56873591,37169839,56212287,75327049,113911330,133348957,152901775,192329229,232189884,252267280,272438048,313056788,354083436
"Asia","New Caledonia","New Caledonia","NCL",669959,387494,570407,773667,1194905,1419113,1645668,2091157,2545489,2775192,3005099,3477626,3966038
"Asia","Papua New Guinea","Papua New Guinea","PNG",33507117,36062527,49415616,62350473,88479362,101738684,115088969,141887204,169125373,182945909,196855014,225033143,253646708
"Asia","Philippines","Philippines","PHL",37108017,20999685,33042744,45682212,72651740,86578789,100651114,128616012,156384448,170237655,184054300,211680117,239482239
"Asia","Singapore","Singapore","SGP",37256,22936,38552,54100,86046,102695,120034,155656,193338,212546,232301,271981,313069
"Asia","Solomon Isl.","Solomon Isl.","SLB",847038,444605,669256,924283,1503608,1826127,2171731,2880038,3590069,3960184,4336281,5094995,5862393
"Asia","Sri Lanka","Sri Lanka","LKA",2348737,1030233,1711511,2446070,4036445,4871979,5729102,7479659,9272653,10185036,11107324,12976708,14882121
"Asia","Thailand","Thailand","THA",16247769,9593869,15014723,20629077,32429247,38590234,44867704,57704629,70833589,77486789,84197535,97784037,111596152
"Asia","Timor-Leste","Timor-Leste","TLS",918476,425720,608167,786919,1129449,1294579,1459334,1789984,2119677,2284215,2450091,2778388,3107354
"Asia","Vanuatu","Vanuatu","VUT",230465,65662,96456,143508,262110,320088,378375,495382,616417,677093,736676,855780,979493
"Asia","Vietnam","Vietnam","VNM",36008366,32446184,46106494,59734657,87040533,100864931,114820730,143113189,172120574,187047916,202390488,234849310,271110289
