"cont","year","fc","perc"
"America",2193,141162618,79.462440902582
"Asia",2193,31671516,89.339403368936
"Africa",2194,43572376,84.1551196473239
"America",2194,138707356,79.8196536628657
"Asia",2194,31581348,89.3697538162284
"Africa",2195,43403551,84.2165120287157
"America",2195,136252094,80.1768664231493
"Asia",2195,31491180,89.4001042635209
"Africa",2196,43234726,84.2779044101076
"America",2196,133796832,80.534079183433
"Asia",2196,31401012,89.4304547108133
"Africa",2197,43065901,84.3392967914994
"America",2197,131341951,80.8912365125399
"Asia",2197,31310844,89.4608051581058
"Africa",2198,42897076,84.4006891728913
"America",2198,128887072,81.2483935506696
"Asia",2198,31220676,89.4911556053982
"Africa",2199,42728251,84.4620815542831
"America",2199,126432193,81.6055505887993
"Asia",2199,31130508,89.5215060526907
"Africa",2200,42559426,84.5234739356749
"America",2200,123977314,81.9627076269289
"Asia",2200,31040340,89.5518564999831
"Africa",2201,42390601,84.5848663170668
"America",2201,121522435,82.3198646650586
"Asia",2201,30950172,89.5822069472756
"Africa",2202,42221776,84.6462586984586
"America",2202,119067556,82.6770217031883
"Asia",2202,30862227,89.6118091352706
"Africa",2203,42052951,84.7076510798504
"America",2203,116612677,83.034178741318
"Asia",2203,30781971,89.6388232145215
"Africa",2204,41884126,84.7690434612423
"America",2204,114157798,83.3913357794476
"Asia",2204,30701715,89.6658372937725
"Africa",2205,41715301,84.8304358426341
"America",2205,111702919,83.7484928175773
"Asia",2205,30621459,89.6928513730235
"Africa",2206,41546476,84.891828224026
"America",2206,109248040,84.105649855707
"Asia",2206,30541203,89.7198654522745
"Africa",2207,41377651,84.9532206054178
"America",2207,106793161,84.4628068938366
"Asia",2207,30460947,89.7468795315255
"Africa",2208,41208826,85.0146129868096
"America",2208,104338282,84.8199639319663
"Asia",2208,30380691,89.7738936107764
"Africa",2209,41040001,85.0760053682015
"America",2209,101883403,85.177120970096
"Asia",2209,30300435,89.8009076900274
"Africa",2210,40871176,85.1373977495933
"America",2210,99428524,85.5342780082257
"Asia",2210,30220179,89.8279217692784
"Africa",2211,40702351,85.1987901309851
"America",2211,96973645,85.8914350463553
"Asia",2211,30139923,89.8549358485294
"Africa",2212,40533526,85.260182512377
"America",2212,94518766,86.248592084485
"Asia",2212,30063138,89.8807815930879
"Africa",2213,40364701,85.3215748937688
"America",2213,92063887,86.6057491226147
"Asia",2213,29987714,89.9061692265785
"Africa",2214,40195876,85.3829672751607
"America",2214,89900414,86.9205098944301
"Asia",2214,29912290,89.9315568600692
"Africa",2215,40027051,85.4443596565525
"America",2215,89173575,87.0262567212338
"Asia",2215,29836866,89.9569444935598
"Africa",2216,39858226,85.5057520379443
"America",2216,88446736,87.1320035480376
"Asia",2216,29761442,89.9823321270505
"Africa",2217,39689401,85.5671444193362
"America",2217,87719897,87.2377503748413
"Asia",2217,29686018,90.0077197605411
"Africa",2218,39520576,85.628536800728
"America",2218,86993058,87.3434972016451
"Asia",2218,29610594,90.0331073940318
"Africa",2219,39351751,85.6899291821198
"America",2219,86266219,87.4492440284488
"Asia",2219,29535170,90.0584950275224
"Africa",2220,39182926,85.7513215635117
"America",2220,85539380,87.5549908552525
"Asia",2220,29459746,90.0838826610131
"Africa",2221,39014101,85.8127139449035
"America",2221,84812541,87.6607376820563
"Asia",2221,29384322,90.1092702945038
"Africa",2222,38845276,85.8741063262953
"America",2222,84085702,87.76648450886
"Asia",2222,29308898,90.1346579279944
"Africa",2223,38676451,85.9354987076872
"America",2223,83412197,87.8644718438633
"Asia",2223,29233474,90.1600455614851
"Africa",2224,38507626,85.996891089079
"America",2224,82756512,87.9598665710764
"Asia",2224,29158050,90.1854331949757
"Africa",2225,38338801,86.0582834704709
"America",2225,82100827,88.0552612982894
"Asia",2225,29082626,90.2108208284664
"Africa",2226,38169976,86.1196758518627
"America",2226,81445142,88.1506560255025
"Asia",2226,29007202,90.236208461957
"Africa",2227,38001151,86.1810682332545
"America",2227,80789457,88.2460507527155
"Asia",2227,28931778,90.2615960954477
"Africa",2228,37832326,86.2424606146464
"America",2228,80133772,88.3414454799286
"Asia",2228,28856354,90.2869837289383
"Africa",2229,37663501,86.3038529960382
"America",2229,79478087,88.4368402071416
"Asia",2229,28780930,90.312371362429
"Africa",2230,37494676,86.3652453774301
"America",2230,78822402,88.5322349343547
"Asia",2230,28705506,90.3377589959196
"Africa",2231,37325851,86.4266377588219
"America",2231,78339421,88.6025031893004
"Asia",2231,28630082,90.3631466294103
"Africa",2232,37157163,86.4879803208372
"America",2232,77880905,88.669212064359
"Asia",2232,28554658,90.3885342629009
"Africa",2233,36988728,86.549230880646
"America",2233,77422389,88.7359209394177
"Asia",2233,28479234,90.4139218963916
"Africa",2234,36820293,86.6104814404549
"America",2234,76963873,88.8026298144763
"Asia",2234,28403810,90.4393095298823
"Africa",2235,36651858,86.6717320002638
"America",2235,76505357,88.8693386895349
"Asia",2235,28328386,90.4646971633729
"Africa",2236,36483423,86.7329825600727
"America",2236,76046841,88.9360475645936
"Asia",2236,28252962,90.4900847968636
"Africa",2237,36314988,86.7942331198816
"America",2237,75798063,88.9722419406226
"Asia",2237,28177538,90.5154724303542
"Africa",2238,36146553,86.8554836796904
"America",2238,75636616,88.9957306471271
"Asia",2238,28102114,90.5408600638449
"Africa",2239,35978118,86.9167342394993
"America",2239,75475169,89.0192193536315
"Asia",2239,28026690,90.5662476973355
"Africa",2240,35809683,86.9779847993082
"America",2240,75313722,89.042708060136
"Asia",2240,27951266,90.5916353308262
"Africa",2241,35641248,87.0392353591171
"America",2241,75152275,89.0661967666404
"Asia",2241,27875842,90.6170229643168
"Africa",2242,35472813,87.1004859189259
"America",2242,74990828,89.0896854731448
"Asia",2242,27800418,90.6424105978075
"Africa",2243,35304378,87.1617364787348
"America",2243,74829381,89.1131741796493
"Asia",2243,27724994,90.6677982312981
"Africa",2244,35135943,87.2229870385437
"America",2244,74667934,89.1366628861537
"Asia",2244,27649570,90.6931858647888
"Africa",2245,34967508,87.2842375983526
"America",2245,74506487,89.1601515926582
"Asia",2245,27574146,90.7185734982794
"Africa",2246,34799073,87.3454881581615
"America",2246,74345040,89.1836402991626
"Asia",2246,27498722,90.7439611317701
"Africa",2247,34630638,87.4067387179703
"America",2247,74183593,89.2071290056671
"Asia",2247,27423298,90.7693487652607
"Africa",2248,34462203,87.4679892777792
"America",2248,74022146,89.2306177121715
"Asia",2248,27347874,90.7947363987514
"Africa",2249,34293768,87.5292398375881
"America",2249,73860699,89.2541064186759
"Asia",2249,27272450,90.820124032242
"Africa",2250,34125333,87.590490397397
"America",2250,73699252,89.2775951251804
"Asia",2250,27197026,90.8455116657327
"Africa",2251,33956898,87.6517409572059
"America",2251,73537805,89.3010838316848
"Asia",2251,27121602,90.8708992992234
"Africa",2252,33788463,87.7129915170147
"America",2252,73376358,89.3245725381893
"Asia",2252,27046178,90.896286932714
"Africa",2253,33620028,87.7742420768236
"America",2253,73214911,89.3480612446937
"Asia",2253,26970754,90.9216745662047
"Africa",2254,33451593,87.8354926366325
"America",2254,73053464,89.3715499511982
"Asia",2254,26895330,90.9470621996953
"Africa",2255,33283158,87.8967431964414
"America",2255,72892017,89.3950386577026
"Asia",2255,26819906,90.972449833186
"Africa",2256,33114723,87.9579937562503
"America",2256,72730570,89.4185273642071
"Asia",2256,26744482,90.9978374666766
"Africa",2257,32946288,88.0192443160591
"America",2257,72569123,89.4420160707115
"Asia",2257,26669058,91.0232251001673
"Africa",2258,32777853,88.080494875868
"America",2258,72407676,89.4655047772159
"Asia",2258,26593634,91.0486127336579
"Africa",2259,32609418,88.1417454356769
"America",2259,72246229,89.4889934837204
"Asia",2259,26518210,91.0740003671486
